100 2
3 0
3 0
3 169
3 3251
3 2698
3 429
3 97
3 2694
3 3217
3 3406
3 3256
3 1370
3 93
3 1304
3 2634
3 675
3 62
3 1724
3 1877
3 3322
3 2613
3 3441
3 3437
3 47
3 3416
3 150
3 91
3 23
3 3183
3 3253
3 457
3 1699
3 430
3 3414
3 65
3 470
3 584
3 1281
3 3168
3 1699
3 3391
3 556
3 2284
3 3359
3 30
3 93
3 52
3 1974
3 1283
3 1796
3 3217
3 626
3 3396
3 17
3 3295
3 3307
3 599
3 504
3 531
3 0
3 2682
3 2608
3 3312
3 437
3 1321
3 2707
3 15
3 2288
3 775
3 3321
3 604
3 89
3 3305
3 527
3 107
3 1808
3 1802
3 470
3 624
3 3379
3 1965
3 3360
3 410
3 800
3 412
3 1261
3 3297
3 0
3 3346
3 63
3 3210
3 3163
3 3411
3 2617
3 2615
3 504
3 1706
3 1903
3 3400
3 2060
