100 2
3 1451
3 1464
3 3017
3 1453
3 1055
3 2441
3 2326
3 2389
3 2280
3 1127
3 2321
3 296
3 1004
3 1510
3 2433
3 2175
3 279
3 2736
3 1423
3 1398
3 2385
3 2414
3 1485
3 1442
3 992
3 276
3 1081
3 126
3 217
3 2174
3 256
3 1491
3 1090
3 1468
3 250
3 2817
3 2999
3 2389
3 1018
3 2450
3 2416
3 1342
3 1044
3 373
3 1039
3 2416
3 280
3 1598
3 1061
3 2366
3 2410
3 2399
3 2764
3 93
3 2450
3 2048
3 1073
3 2912
3 281
3 2362
3 220
3 2371
3 3089
3 1011
3 1495
3 1414
3 251
3 2523
3 2144
3 968
3 253
3 2536
3 259
3 1468
3 1341
3 1414
3 2999
3 1854
3 799
3 206
3 840
3 1833
3 1453
3 1410
3 217
3 1505
3 311
3 2526
3 1060
3 1435
3 1018
3 2124
3 1507
3 206
3 2777
3 981
3 1859
3 2096
3 2416
3 2482
