100 2
3 1758
3 1902
3 2698
3 1901
3 1286
3 1807
3 2648
3 540
3 21
3 2612
3 1271
3 2666
3 3329
3 551
3 73
3 3334
3 3197
3 467
3 2085
3 2620
3 86
3 1862
3 582
3 592
3 533
3 1705
3 513
3 1767
3 563
3 3321
3 3387
3 436
3 1255
3 640
3 3452
3 2687
3 597
3 3440
3 1704
3 1705
3 1368
3 567
3 3422
3 3436
3 619
3 575
3 1766
3 1378
3 25
3 1253
3 3386
3 1869
3 511
3 2706
3 2086
3 1371
3 1895
3 3307
3 1934
3 1771
3 1809
3 3443
3 3444
3 2603
3 463
3 1947
3 3332
3 3284
3 479
3 508
3 576
3 2642
3 447
3 1361
3 2638
3 1807
3 643
3 488
3 440
3 47
3 1288
3 444
3 2688
3 2634
3 592
3 3409
3 740
3 519
3 3202
3 3295
3 1704
3 1259
3 2660
3 3239
3 3201
3 2634
3 1757
3 3428
3 2629
3 1777
