100 2
3 1779
3 608
3 0
3 2613
3 3182
3 1723
3 65
3 1384
3 2686
3 12
3 1969
3 625
3 1967
3 1382
3 3411
3 0
3 603
3 1736
3 97
3 2611
3 3238
3 636
3 2686
3 669
3 1241
3 1360
3 0
3 1727
3 700
3 3176
3 443
3 3405
3 1267
3 1699
3 3385
3 1770
3 625
3 3292
3 1881
3 3221
3 1376
3 779
3 2007
3 3262
3 411
3 1907
3 1880
3 3385
3 3277
3 3178
3 1722
3 956
3 1749
3 677
3 1718
3 3395
3 1904
3 46
3 0
3 1379
3 1700
3 40
3 3280
3 1372
3 1884
3 26
3 3182
3 3323
3 3416
3 1263
3 3447
3 1752
3 675
3 1935
3 2724
3 3171
3 1837
3 27
3 474
3 1715
3 750
3 544
3 424
3 1912
3 2668
3 1263
3 1987
3 3305
3 2630
3 1728
3 1753
3 3210
3 2613
3 3227
3 671
3 1325
3 0
3 1301
3 785
3 1259
