100 2
3 6267
3 1992
3 1973
3 7425
3 2497
3 760
3 1910
3 5021
3 763
3 833
3 2434
3 2451
3 7412
3 787
3 2525
3 2434
3 2485
3 7398
3 4954
3 7432
3 1912
3 7463
3 836
3 5026
3 1986
3 5010
3 7395
3 2423
3 836
3 842
3 831
3 785
3 7421
3 7462
3 2465
3 1953
3 2463
3 1999
3 2433
3 7450
3 6281
3 7364
3 848
3 6278
3 2012
3 7373
3 857
3 7373
3 6261
3 7444
3 7461
3 4977
3 761
3 2526
3 1982
3 2463
3 2476
3 7472
3 2516
3 2508
3 2422
3 4962
3 2434
3 799
3 2471
3 2472
3 772
3 2481
3 1987
3 2498
3 1961
3 1927
3 2525
3 4982
3 748
3 7486
3 2449
3 7370
3 7478
3 1991
3 7459
3 7504
3 2510
3 2419
3 1988
3 2411
3 4989
3 7469
3 5037
3 7456
3 2453
3 2013
3 765
3 2505
3 2414
3 2007
3 767
3 7473
3 1983
3 7471
