100 2
3 3311
3 652
3 2092
3 3305
3 3177
3 3224
3 551
3 3389
3 474
3 2083
3 430
3 0
3 3291
3 2615
3 1809
3 476
3 3397
3 3270
3 3218
3 0
3 2639
3 3437
3 1922
3 40
3 1720
3 3411
3 3399
3 3220
3 602
3 2645
3 0
3 58
3 487
3 3298
3 3256
3 3459
3 1736
3 3236
3 1321
3 1892
3 3181
3 445
3 106
3 3267
3 111
3 2717
3 3182
3 2724
3 3306
3 2633
3 23
3 435
3 3432
3 0
3 2619
3 1267
3 1700
3 3386
3 668
3 29
3 2001
3 410
3 3299
3 2
3 1356
3 2625
3 1926
3 2604
3 3330
3 418
3 1217
3 2075
3 3221
3 507
3 3400
3 442
3 3387
3 3174
3 3460
3 1968
3 513
3 1886
3 3274
3 1773
3 3395
3 3405
3 3271
3 23
3 1892
3 1932
3 1371
3 0
3 0
3 3243
3 1918
3 501
3 616
3 464
3 523
3 746
