100 2
3 1397
3 2102
3 993
3 2105
3 1460
3 2457
3 3014
3 1440
3 2401
3 1060
3 2456
3 3008
3 1436
3 247
3 2435
3 2354
3 2726
3 204
3 1028
3 2473
3 2398
3 1072
3 1496
3 1448
3 2362
3 1047
3 1466
3 993
3 1510
3 2471
3 2410
3 2408
3 1393
3 1505
3 301
3 2458
3 1012
3 1047
3 223
3 266
3 2123
3 1424
3 1465
3 1480
3 925
3 2394
3 1463
3 204
3 2997
3 1499
3 2406
3 1451
3 1031
3 260
3 2433
3 224
3 2424
3 1515
3 246
3 3014
3 2129
3 3003
3 3014
3 2121
3 1022
3 1417
3 283
3 212
3 1445
3 2466
3 2366
3 2436
3 2435
3 1851
3 2369
3 1054
3 224
3 2149
3 2388
3 2463
3 2434
3 3016
3 1010
3 2379
3 2146
3 2465
3 1071
3 1472
3 2359
3 288
3 2445
3 2411
3 1076
3 2130
3 2472
3 1439
3 923
3 1010
3 1408
3 2397
